entity_id,in_zscore,in_iqr,in_isolation_forest,methods_flagged,university_name,country,year
Joseph Fourier University | France | 2015,0,1,0,1,Joseph Fourier University,France,2015
KTH Royal Institute of Technology | Sweden | 2012,0,1,0,1,KTH Royal Institute of Technology,Sweden,2012
KTH Royal Institute of Technology | Sweden | 2013,0,1,0,1,KTH Royal Institute of Technology,Sweden,2013
KTH Royal Institute of Technology | Sweden | 2014,0,1,0,1,KTH Royal Institute of Technology,Sweden,2014
KTH Royal Institute of Technology | Sweden | 2015,0,1,0,1,KTH Royal Institute of Technology,Sweden,2015
KU Leuven | Belgium | 2012,0,1,0,1,KU Leuven,Belgium,2012
KU Leuven | Belgium | 2013,0,1,0,1,KU Leuven,Belgium,2013
KU Leuven | Belgium | 2014,0,1,0,1,KU Leuven,Belgium,2014
KU Leuven | Belgium | 2015,0,1,0,1,KU Leuven,Belgium,2015
Kansas State University | United States of America | 2012,0,1,0,1,Kansas State University,United States of America,2012
Kansas State University | United States of America | 2014,0,1,0,1,Kansas State University,United States of America,2014
Kansas State University | United States of America | 2015,0,1,0,1,Kansas State University,United States of America,2015
Karlsruhe Institute of Technology | Germany | 2012,0,1,0,1,Karlsruhe Institute of Technology,Germany,2012
Karlsruhe Institute of Technology | Germany | 2013,0,1,0,1,Karlsruhe Institute of Technology,Germany,2013
Karlsruhe Institute of Technology | Germany | 2014,0,1,0,1,Karlsruhe Institute of Technology,Germany,2014
Karlsruhe Institute of Technology | Germany | 2015,0,1,0,1,Karlsruhe Institute of Technology,Germany,2015
Karolinska Institute | Sweden | 2012,1,1,1,3,Karolinska Institute,Sweden,2012
Karolinska Institute | Sweden | 2013,0,1,1,2,Karolinska Institute,Sweden,2013
Karolinska Institute | Sweden | 2014,0,1,1,2,Karolinska Institute,Sweden,2014
Karolinska Institute | Sweden | 2015,0,1,1,2,Karolinska Institute,Sweden,2015
Katholieke Universiteit Leuven | Belgium | 2014,0,1,0,1,Katholieke Universiteit Leuven,Belgium,2014
Katholieke Universiteit Leuven | Belgium | 2015,0,1,0,1,Katholieke Universiteit Leuven,Belgium,2015
Keele University | United Kingdom | 2012,0,1,0,1,Keele University,United Kingdom,2012
Keele University | United Kingdom | 2013,0,1,0,1,Keele University,United Kingdom,2013
Keele University | United Kingdom | 2014,1,1,0,2,Keele University,United Kingdom,2014
Keele University | United Kingdom | 2015,0,1,0,1,Keele University,United Kingdom,2015
Keio University | Japan | 2012,0,1,1,2,Keio University,Japan,2012
Keio University | Japan | 2013,1,1,0,2,Keio University,Japan,2013
Keio University | Japan | 2014,0,1,1,2,Keio University,Japan,2014
Keio University | Japan | 2015,0,1,1,2,Keio University,Japan,2015
Kent State University | USA | 2014,0,1,0,1,Kent State University,USA,2014
Kent State University | USA | 2015,0,1,0,1,Kent State University,USA,2015
Kent State University | United States of America | 2012,0,1,0,1,Kent State University,United States of America,2012
King Abdulaziz University | Saudi Arabia | 2013,0,1,0,1,King Abdulaziz University,Saudi Arabia,2013
King Abdulaziz University | Saudi Arabia | 2014,1,1,1,3,King Abdulaziz University,Saudi Arabia,2014
King Abdulaziz University | Saudi Arabia | 2015,0,1,0,1,King Abdulaziz University,Saudi Arabia,2015
King Mongkut’s University of Technology Thonburi | Thailand | 2013,1,1,0,2,King Mongkut’s University of Technology Thonburi,Thailand,2013
King Mongkut’s University of Technology Thonburi | Thailand | 2014,0,1,0,1,King Mongkut’s University of Technology Thonburi,Thailand,2014
King Mongkut’s University of Technology Thonburi | Thailand | 2015,0,1,0,1,King Mongkut’s University of Technology Thonburi,Thailand,2015
King Saud University | Saudi Arabia | 2014,0,1,0,1,King Saud University,Saudi Arabia,2014
King Saud University | Saudi Arabia | 2015,0,1,0,1,King Saud University,Saudi Arabia,2015
King’s College London | United Kingdom | 2012,0,1,0,1,King’s College London,United Kingdom,2012
King’s College London | United Kingdom | 2013,0,1,0,1,King’s College London,United Kingdom,2013
King’s College London | United Kingdom | 2014,0,1,0,1,King’s College London,United Kingdom,2014
King’s College London | United Kingdom | 2015,0,1,0,1,King’s College London,United Kingdom,2015
Kobe University | Japan | 2012,0,1,0,1,Kobe University,Japan,2012
Kobe University | Japan | 2014,0,1,0,1,Kobe University,Japan,2014
Kobe University | Japan | 2015,0,1,0,1,Kobe University,Japan,2015
Korea Advanced Institute of Science and Technology (KAIST) | South Korea | 2012,0,1,0,1,Korea Advanced Institute of Science and Technology (KAIST),South Korea,2012
Korea Advanced Institute of Science and Technology (KAIST) | South Korea | 2013,1,1,1,3,Korea Advanced Institute of Science and Technology (KAIST),South Korea,2013
Korea Advanced Institute of Science and Technology (KAIST) | South Korea | 2014,0,1,1,2,Korea Advanced Institute of Science and Technology (KAIST),South Korea,2014
Korea Advanced Institute of Science and Technology (KAIST) | South Korea | 2015,0,1,1,2,Korea Advanced Institute of Science and Technology (KAIST),South Korea,2015
Korea University | South Korea | 2012,0,1,0,1,Korea University,South Korea,2012
Korea University | South Korea | 2013,1,1,0,2,Korea University,South Korea,2013
Korea University | South Korea | 2014,0,1,0,1,Korea University,South Korea,2014
Korea University | South Korea | 2015,0,1,0,1,Korea University,South Korea,2015
Koç University | Turkey | 2013,0,1,0,1,Koç University,Turkey,2013
Koç University | Turkey | 2014,0,1,0,1,Koç University,Turkey,2014
Koç University | Turkey | 2015,0,1,0,1,Koç University,Turkey,2015
Kyoto University | Japan | 2012,0,1,1,2,Kyoto University,Japan,2012
Kyoto University | Japan | 2013,1,1,1,3,Kyoto University,Japan,2013
Kyoto University | Japan | 2014,1,1,1,3,Kyoto University,Japan,2014
Kyoto University | Japan | 2015,1,1,1,3,Kyoto University,Japan,2015
Kyung Hee University | South Korea | 2012,1,1,0,2,Kyung Hee University,South Korea,2012
Kyung Hee University | South Korea | 2014,1,1,0,2,Kyung Hee University,South Korea,2014
Kyung Hee University | South Korea | 2015,1,1,0,2,Kyung Hee University,South Korea,2015
Kyushu University | Japan | 2012,0,1,0,1,Kyushu University,Japan,2012
Kyushu University | Japan | 2013,0,1,0,1,Kyushu University,Japan,2013
Kyushu University | Japan | 2014,0,1,1,2,Kyushu University,Japan,2014
Kyushu University | Japan | 2015,1,1,1,3,Kyushu University,Japan,2015
LMU Munich | Germany | 2012,0,1,0,1,LMU Munich,Germany,2012
LMU Munich | Germany | 2013,0,1,0,1,LMU Munich,Germany,2013
LMU Munich | Germany | 2014,0,1,0,1,LMU Munich,Germany,2014
LMU Munich | Germany | 2015,0,1,0,1,LMU Munich,Germany,2015
La Trobe University | Australia | 2012,1,1,0,2,La Trobe University,Australia,2012
La Trobe University | Australia | 2014,1,1,0,2,La Trobe University,Australia,2014
La Trobe University | Australia | 2015,1,1,0,2,La Trobe University,Australia,2015
Lancaster University | United Kingdom | 2012,0,1,0,1,Lancaster University,United Kingdom,2012
Lancaster University | United Kingdom | 2013,0,1,0,1,Lancaster University,United Kingdom,2013
Lancaster University | United Kingdom | 2014,0,1,0,1,Lancaster University,United Kingdom,2014
Lancaster University | United Kingdom | 2015,0,1,0,1,Lancaster University,United Kingdom,2015
Lappeenranta University of Technology | Finland | 2015,0,1,0,1,Lappeenranta University of Technology,Finland,2015
Laval University | Canada | 2014,0,1,0,1,Laval University,Canada,2014
Laval University | Canada | 2015,0,1,0,1,Laval University,Canada,2015
Lehigh University | United States of America | 2012,0,1,0,1,Lehigh University,United States of America,2012
Lehigh University | United States of America | 2013,0,1,0,1,Lehigh University,United States of America,2013
Lehigh University | United States of America | 2014,0,1,0,1,Lehigh University,United States of America,2014
Lehigh University | United States of America | 2015,0,1,0,1,Lehigh University,United States of America,2015
Leibniz University of Hanover | Germany | 2012,1,1,0,2,Leibniz University of Hanover,Germany,2012
Leibniz University of Hanover | Germany | 2013,1,1,0,2,Leibniz University of Hanover,Germany,2013
Leibniz University of Hanover | Germany | 2014,1,1,0,2,Leibniz University of Hanover,Germany,2014
Leiden University | Netherlands | 2012,0,1,0,1,Leiden University,Netherlands,2012
Leiden University | Netherlands | 2013,0,1,0,1,Leiden University,Netherlands,2013
Leiden University | Netherlands | 2014,0,1,0,1,Leiden University,Netherlands,2014
Leiden University | Netherlands | 2015,0,1,0,1,Leiden University,Netherlands,2015
Linköping University | Sweden | 2012,0,1,0,1,Linköping University,Sweden,2012
Linköping University | Sweden | 2013,0,1,0,1,Linköping University,Sweden,2013
Linköping University | Sweden | 2014,0,1,0,1,Linköping University,Sweden,2014
Linköping University | Sweden | 2015,0,1,0,1,Linköping University,Sweden,2015
Liverpool John Moores University | United Kingdom | 2012,0,1,0,1,Liverpool John Moores University,United Kingdom,2012
Liverpool John Moores University | United Kingdom | 2014,1,1,0,2,Liverpool John Moores University,United Kingdom,2014
Liverpool John Moores University | United Kingdom | 2015,0,1,0,1,Liverpool John Moores University,United Kingdom,2015
Lomonosov Moscow State University | Russian Federation | 2012,1,1,0,2,Lomonosov Moscow State University,Russian Federation,2012
Lomonosov Moscow State University | Russian Federation | 2013,1,1,1,3,Lomonosov Moscow State University,Russian Federation,2013
Lomonosov Moscow State University | Russian Federation | 2014,1,1,0,2,Lomonosov Moscow State University,Russian Federation,2014
Lomonosov Moscow State University | Russian Federation | 2015,0,1,1,2,Lomonosov Moscow State University,Russian Federation,2015
London School of Economics and Political Science | United Kingdom | 2012,0,1,0,1,London School of Economics and Political Science,United Kingdom,2012
London School of Economics and Political Science | United Kingdom | 2013,0,1,0,1,London School of Economics and Political Science,United Kingdom,2013
London School of Economics and Political Science | United Kingdom | 2014,1,1,0,2,London School of Economics and Political Science,United Kingdom,2014
London School of Economics and Political Science | United Kingdom | 2015,0,1,0,1,London School of Economics and Political Science,United Kingdom,2015
Loughborough University | United Kingdom | 2012,1,1,0,2,Loughborough University,United Kingdom,2012
Loughborough University | United Kingdom | 2013,0,1,0,1,Loughborough University,United Kingdom,2013
Loughborough University | United Kingdom | 2014,1,1,0,2,Loughborough University,United Kingdom,2014
Loughborough University | United Kingdom | 2015,0,1,0,1,Loughborough University,United Kingdom,2015
Ludwig Maximilian University of Munich | Germany | 2014,0,1,0,1,Ludwig Maximilian University of Munich,Germany,2014
Ludwig Maximilian University of Munich | Germany | 2015,0,1,0,1,Ludwig Maximilian University of Munich,Germany,2015
Lund University | Sweden | 2012,0,1,0,1,Lund University,Sweden,2012
Lund University | Sweden | 2013,0,1,0,1,Lund University,Sweden,2013
Lund University | Sweden | 2014,0,1,0,1,Lund University,Sweden,2014
Lund University | Sweden | 2015,0,1,0,1,Lund University,Sweden,2015
Maastricht University | Netherlands | 2012,1,1,0,2,Maastricht University,Netherlands,2012
Maastricht University | Netherlands | 2013,1,1,0,2,Maastricht University,Netherlands,2013
Maastricht University | Netherlands | 2014,1,1,0,2,Maastricht University,Netherlands,2014
Maastricht University | Netherlands | 2015,1,1,0,2,Maastricht University,Netherlands,2015
Macquarie University | Australia | 2012,1,1,0,2,Macquarie University,Australia,2012
Macquarie University | Australia | 2013,1,1,0,2,Macquarie University,Australia,2013
Macquarie University | Australia | 2014,1,1,0,2,Macquarie University,Australia,2014
Macquarie University | Australia | 2015,1,1,0,2,Macquarie University,Australia,2015
Mahidol University | Thailand | 2012,1,1,0,2,Mahidol University,Thailand,2012
Mahidol University | Thailand | 2014,0,1,0,1,Mahidol University,Thailand,2014
Mahidol University | Thailand | 2015,0,1,0,1,Mahidol University,Thailand,2015
Massachusetts Institute of Technology | United States of America | 2012,1,1,1,3,Massachusetts Institute of Technology,United States of America,2012
Massachusetts Institute of Technology | United States of America | 2013,1,1,1,3,Massachusetts Institute of Technology,United States of America,2013
Massachusetts Institute of Technology | United States of America | 2014,1,1,1,3,Massachusetts Institute of Technology,United States of America,2014
Massachusetts Institute of Technology | United States of America | 2015,1,1,1,3,Massachusetts Institute of Technology,United States of America,2015
Massey University | New Zealand | 2012,0,1,0,1,Massey University,New Zealand,2012
Massey University | New Zealand | 2013,0,1,0,1,Massey University,New Zealand,2013
Massey University | New Zealand | 2014,0,1,0,1,Massey University,New Zealand,2014
Massey University | New Zealand | 2015,0,1,0,1,Massey University,New Zealand,2015
McGill University | Canada | 2012,0,1,1,2,McGill University,Canada,2012
McGill University | Canada | 2013,0,1,0,1,McGill University,Canada,2013
McGill University | Canada | 2014,0,1,0,1,McGill University,Canada,2014
McGill University | Canada | 2015,0,1,0,1,McGill University,Canada,2015
McMaster University | Canada | 2012,0,1,0,1,McMaster University,Canada,2012
McMaster University | Canada | 2013,0,1,0,1,McMaster University,Canada,2013
McMaster University | Canada | 2014,0,1,0,1,McMaster University,Canada,2014
McMaster University | Canada | 2015,0,1,0,1,McMaster University,Canada,2015
Medical University of South Carolina | USA | 2014,0,1,0,1,Medical University of South Carolina,USA,2014
Medical University of South Carolina | USA | 2015,0,1,0,1,Medical University of South Carolina,USA,2015
Medical University of South Carolina | United States of America | 2012,0,1,0,1,Medical University of South Carolina,United States of America,2012
Medical University of South Carolina | United States of America | 2013,0,1,0,1,Medical University of South Carolina,United States of America,2013
Medical University of Vienna | Austria | 2013,1,1,1,3,Medical University of Vienna,Austria,2013
Medical University of Vienna | Austria | 2014,1,1,1,3,Medical University of Vienna,Austria,2014
Medical University of Vienna | Austria | 2015,1,1,1,3,Medical University of Vienna,Austria,2015
Michigan State University | United States of America | 2012,0,1,0,1,Michigan State University,United States of America,2012
Michigan State University | United States of America | 2013,0,1,0,1,Michigan State University,United States of America,2013
Michigan State University | United States of America | 2014,0,1,0,1,Michigan State University,United States of America,2014
Michigan State University | United States of America | 2015,0,1,0,1,Michigan State University,United States of America,2015
Michigan Technological University | USA | 2014,0,1,0,1,Michigan Technological University,USA,2014
Michigan Technological University | USA | 2015,0,1,0,1,Michigan Technological University,USA,2015
Michigan Technological University | United States of America | 2012,0,1,0,1,Michigan Technological University,United States of America,2012
Middle East Technical University | Turkey | 2012,0,1,0,1,Middle East Technical University,Turkey,2012
Middle East Technical University | Turkey | 2013,0,1,0,1,Middle East Technical University,Turkey,2013
Middle East Technical University | Turkey | 2014,0,1,0,1,Middle East Technical University,Turkey,2014
Middle East Technical University | Turkey | 2015,1,1,0,2,Middle East Technical University,Turkey,2015
Mines ParisTech | France | 2012,1,1,1,3,Mines ParisTech,France,2012
Mines ParisTech | France | 2013,1,1,1,3,Mines ParisTech,France,2013
Mines ParisTech | France | 2014,1,1,1,3,Mines ParisTech,France,2014
Mines ParisTech | France | 2015,1,1,1,3,Mines ParisTech,France,2015
Monash University | Australia | 2012,0,1,1,2,Monash University,Australia,2012
Monash University | Australia | 2013,0,1,1,2,Monash University,Australia,2013
Monash University | Australia | 2014,0,1,1,2,Monash University,Australia,2014
Monash University | Australia | 2015,0,1,1,2,Monash University,Australia,2015
Montpellier University | France | 2012,0,1,0,1,Montpellier University,France,2012
Montpellier University | France | 2013,0,1,0,1,Montpellier University,France,2013
Montpellier University | France | 2014,0,1,0,1,Montpellier University,France,2014
Montpellier University | France | 2015,0,1,0,1,Montpellier University,France,2015
Moscow Institute of Physics and Technology | Russia | 2015,0,1,0,1,Moscow Institute of Physics and Technology,Russia,2015
Murdoch University | Australia | 2013,1,1,0,2,Murdoch University,Australia,2013
Murdoch University | Australia | 2014,1,1,1,3,Murdoch University,Australia,2014
Murdoch University | Australia | 2015,1,1,1,3,Murdoch University,Australia,2015
Nagoya University | Japan | 2012,0,1,0,1,Nagoya University,Japan,2012
Nagoya University | Japan | 2013,0,1,0,1,Nagoya University,Japan,2013
Nagoya University | Japan | 2014,0,1,0,1,Nagoya University,Japan,2014
Nagoya University | Japan | 2015,0,1,0,1,Nagoya University,Japan,2015
Nanjing University | China | 2012,0,1,0,1,Nanjing University,China,2012
Nanjing University | China | 2013,0,1,0,1,Nanjing University,China,2013
Nanjing University | China | 2014,0,1,0,1,Nanjing University,China,2014
Nanjing University | China | 2015,0,1,0,1,Nanjing University,China,2015
Nanyang Technological University | Singapore | 2012,0,1,0,1,Nanyang Technological University,Singapore,2012
Nanyang Technological University | Singapore | 2013,1,1,0,2,Nanyang Technological University,Singapore,2013
Nanyang Technological University | Singapore | 2014,0,1,0,1,Nanyang Technological University,Singapore,2014
Nanyang Technological University | Singapore | 2015,1,1,0,2,Nanyang Technological University,Singapore,2015
National Autonomous University of Mexico | Mexico | 2013,1,1,0,2,National Autonomous University of Mexico,Mexico,2013
National Autonomous University of Mexico | Mexico | 2014,1,1,1,3,National Autonomous University of Mexico,Mexico,2014
National Autonomous University of Mexico | Mexico | 2015,1,1,1,3,National Autonomous University of Mexico,Mexico,2015
National Central University | Taiwan | 2012,1,1,0,2,National Central University,Taiwan,2012
National Central University | Taiwan | 2013,0,1,0,1,National Central University,Taiwan,2013
National Central University | Taiwan | 2014,0,1,0,1,National Central University,Taiwan,2014
National Central University | Taiwan | 2015,0,1,0,1,National Central University,Taiwan,2015
National Cheng Kung University | Taiwan | 2013,0,1,0,1,National Cheng Kung University,Taiwan,2013
National Cheng Kung University | Taiwan | 2014,0,1,0,1,National Cheng Kung University,Taiwan,2014
National Cheng Kung University | Taiwan | 2015,0,1,0,1,National Cheng Kung University,Taiwan,2015
National Chiao Tung University | Taiwan | 2012,1,1,0,2,National Chiao Tung University,Taiwan,2012
National Chiao Tung University | Taiwan | 2013,0,1,0,1,National Chiao Tung University,Taiwan,2013
National Chiao Tung University | Taiwan | 2014,0,1,0,1,National Chiao Tung University,Taiwan,2014
National Chiao Tung University | Taiwan | 2015,0,1,0,1,National Chiao Tung University,Taiwan,2015
National Polytechnic Institute | Mexico | 2014,0,1,0,1,National Polytechnic Institute,Mexico,2014
National Polytechnic Institute | Mexico | 2015,0,1,0,1,National Polytechnic Institute,Mexico,2015
National Research Nuclear University MEPhI | Russia | 2015,0,1,0,1,National Research Nuclear University MEPhI,Russia,2015
National Research Nuclear University MePhI | Russian Federation | 2013,1,1,1,3,National Research Nuclear University MePhI,Russian Federation,2013
National Sun Yat-Sen University | Taiwan | 2012,1,1,0,2,National Sun Yat-Sen University,Taiwan,2012
National Sun Yat-Sen University | Taiwan | 2013,0,1,0,1,National Sun Yat-Sen University,Taiwan,2013
National Sun Yat-Sen University | Taiwan | 2014,1,1,0,2,National Sun Yat-Sen University,Taiwan,2014
National Sun Yat-Sen University | Taiwan | 2015,1,1,0,2,National Sun Yat-Sen University,Taiwan,2015
National Taiwan Ocean University | Taiwan | 2012,1,1,0,2,National Taiwan Ocean University,Taiwan,2012
National Taiwan Ocean University | Taiwan | 2014,0,1,1,2,National Taiwan Ocean University,Taiwan,2014
National Taiwan Ocean University | Taiwan | 2015,0,1,1,2,National Taiwan Ocean University,Taiwan,2015
National Taiwan University of Science and Technology (Taiwan Tech) | Taiwan | 2012,1,1,1,3,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2012
National Taiwan University of Science and Technology (Taiwan Tech) | Taiwan | 2013,0,1,0,1,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2013
National Taiwan University of Science and Technology (Taiwan Tech) | Taiwan | 2014,1,1,1,3,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2014
National Taiwan University of Science and Technology (Taiwan Tech) | Taiwan | 2015,1,1,1,3,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2015
National Taiwan University | Taiwan | 2012,1,1,1,3,National Taiwan University,Taiwan,2012
National Taiwan University | Taiwan | 2013,0,1,1,2,National Taiwan University,Taiwan,2013
National Taiwan University | Taiwan | 2014,0,1,0,1,National Taiwan University,Taiwan,2014
National Taiwan University | Taiwan | 2015,0,1,1,2,National Taiwan University,Taiwan,2015
National Tsing Hua University | Taiwan | 2012,1,1,0,2,National Tsing Hua University,Taiwan,2012
National Tsing Hua University | Taiwan | 2013,0,1,0,1,National Tsing Hua University,Taiwan,2013
National Tsing Hua University | Taiwan | 2014,0,1,0,1,National Tsing Hua University,Taiwan,2014
National Tsing Hua University | Taiwan | 2015,0,1,0,1,National Tsing Hua University,Taiwan,2015
"National University of Ireland, Galway | Republic of Ireland | 2012",0,1,0,1,"National University of Ireland, Galway",Republic of Ireland,2012
"National University of Ireland, Galway | Republic of Ireland | 2013",0,1,0,1,"National University of Ireland, Galway",Republic of Ireland,2013
"National University of Ireland, Galway | Republic of Ireland | 2014",1,1,0,2,"National University of Ireland, Galway",Republic of Ireland,2014
"National University of Ireland, Galway | Republic of Ireland | 2015",1,1,0,2,"National University of Ireland, Galway",Republic of Ireland,2015
"National University of Ireland, Maynooth | Republic of Ireland | 2012",0,1,0,1,"National University of Ireland, Maynooth",Republic of Ireland,2012
"National University of Ireland, Maynooth | Republic of Ireland | 2013",0,1,0,1,"National University of Ireland, Maynooth",Republic of Ireland,2013
"National University of Ireland, Maynooth | Republic of Ireland | 2014",1,1,0,2,"National University of Ireland, Maynooth",Republic of Ireland,2014
National University of Singapore | Singapore | 2012,0,1,0,1,National University of Singapore,Singapore,2012
National University of Singapore | Singapore | 2013,1,1,1,3,National University of Singapore,Singapore,2013
National University of Singapore | Singapore | 2014,0,1,1,2,National University of Singapore,Singapore,2014
National University of Singapore | Singapore | 2015,1,1,1,3,National University of Singapore,Singapore,2015
New Jersey Institute of Technology | USA | 2014,0,1,0,1,New Jersey Institute of Technology,USA,2014
New Jersey Institute of Technology | USA | 2015,0,1,0,1,New Jersey Institute of Technology,USA,2015
New Jersey Institute of Technology | United States of America | 2012,0,1,0,1,New Jersey Institute of Technology,United States of America,2012
New University of Lisbon | Portugal | 2012,1,1,0,2,New University of Lisbon,Portugal,2012
New York University | United States of America | 2012,0,1,1,2,New York University,United States of America,2012
New York University | United States of America | 2013,0,1,1,2,New York University,United States of America,2013
New York University | United States of America | 2014,1,1,1,3,New York University,United States of America,2014
New York University | United States of America | 2015,0,1,1,2,New York University,United States of America,2015
Newcastle University | United Kingdom | 2012,0,1,0,1,Newcastle University,United Kingdom,2012
Newcastle University | United Kingdom | 2013,0,1,0,1,Newcastle University,United Kingdom,2013
Newcastle University | United Kingdom | 2014,0,1,0,1,Newcastle University,United Kingdom,2014
Newcastle University | United Kingdom | 2015,0,1,0,1,Newcastle University,United Kingdom,2015
North Carolina State University | USA | 2014,0,1,0,1,North Carolina State University,USA,2014
North Carolina State University | USA | 2015,0,1,0,1,North Carolina State University,USA,2015
North Carolina State University | United States of America | 2013,0,1,0,1,North Carolina State University,United States of America,2013
Northeastern University | United States of America | 2012,0,1,0,1,Northeastern University,United States of America,2012
Northeastern University | United States of America | 2013,0,1,0,1,Northeastern University,United States of America,2013
Northeastern University | United States of America | 2014,0,1,0,1,Northeastern University,United States of America,2014
Northeastern University | United States of America | 2015,1,1,1,3,Northeastern University,United States of America,2015
Northwestern University | United States of America | 2012,0,1,0,1,Northwestern University,United States of America,2012
Northwestern University | United States of America | 2013,1,1,1,3,Northwestern University,United States of America,2013
Northwestern University | United States of America | 2014,0,1,1,2,Northwestern University,United States of America,2014
Northwestern University | United States of America | 2015,0,1,1,2,Northwestern University,United States of America,2015
Norwegian University of Science and Technology | Norway | 2012,0,1,0,1,Norwegian University of Science and Technology,Norway,2012
Norwegian University of Science and Technology | Norway | 2014,0,1,0,1,Norwegian University of Science and Technology,Norway,2014
Norwegian University of Science and Technology | Norway | 2015,0,1,0,1,Norwegian University of Science and Technology,Norway,2015
Novosibirsk State University | Russia | 2014,1,1,1,3,Novosibirsk State University,Russia,2014
Novosibirsk State University | Russian Federation | 2015,1,1,1,3,Novosibirsk State University,Russian Federation,2015
Ohio State University | United States of America | 2012,0,1,0,1,Ohio State University,United States of America,2012
Ohio State University | United States of America | 2013,0,1,0,1,Ohio State University,United States of America,2013
Ohio State University | United States of America | 2014,0,1,0,1,Ohio State University,United States of America,2014
Ohio State University | United States of America | 2015,0,1,0,1,Ohio State University,United States of America,2015
Old Dominion University | USA | 2015,0,1,0,1,Old Dominion University,USA,2015
Old Dominion University | United States of America | 2012,0,1,0,1,Old Dominion University,United States of America,2012
Old Dominion University | United States of America | 2014,1,1,0,2,Old Dominion University,United States of America,2014
Oregon State University | United States of America | 2013,0,1,0,1,Oregon State University,United States of America,2013
Oregon State University | United States of America | 2014,0,1,0,1,Oregon State University,United States of America,2014
Oregon State University | United States of America | 2015,0,1,0,1,Oregon State University,United States of America,2015
Osaka University | Japan | 2012,0,1,1,2,Osaka University,Japan,2012
Osaka University | Japan | 2013,0,1,0,1,Osaka University,Japan,2013
Osaka University | Japan | 2014,0,1,1,2,Osaka University,Japan,2014
Osaka University | Japan | 2015,0,1,0,1,Osaka University,Japan,2015
Panjab University | India | 2014,0,1,0,1,Panjab University,India,2014
Panjab University | India | 2015,0,1,0,1,Panjab University,India,2015
Paris Dauphine University | France | 2013,0,1,0,1,Paris Dauphine University,France,2013
Paris Diderot University – Paris 7 | France | 2012,0,1,0,1,Paris Diderot University – Paris 7,France,2012
Paris Diderot University – Paris 7 | France | 2013,0,1,0,1,Paris Diderot University – Paris 7,France,2013
Paris Diderot University – Paris 7 | France | 2014,0,1,0,1,Paris Diderot University – Paris 7,France,2014
Paris Diderot University – Paris 7 | France | 2015,0,1,0,1,Paris Diderot University – Paris 7,France,2015
Paris-Sud University | France | 2013,0,1,0,1,Paris-Sud University,France,2013
Paris-Sud University | France | 2014,0,1,0,1,Paris-Sud University,France,2014
Paris-Sud University | France | 2015,0,1,0,1,Paris-Sud University,France,2015
Peking University | China | 2012,1,1,1,3,Peking University,China,2012
Peking University | China | 2013,1,1,1,3,Peking University,China,2013
Peking University | China | 2014,1,1,1,3,Peking University,China,2014
Peking University | China | 2015,1,1,1,3,Peking University,China,2015
Pennsylvania State University | United States of America | 2012,0,1,0,1,Pennsylvania State University,United States of America,2012
Pennsylvania State University | United States of America | 2013,0,1,0,1,Pennsylvania State University,United States of America,2013
Pennsylvania State University | United States of America | 2014,0,1,0,1,Pennsylvania State University,United States of America,2014
Pennsylvania State University | United States of America | 2015,0,1,0,1,Pennsylvania State University,United States of America,2015
Pierre and Marie Curie University | France | 2012,0,1,0,1,Pierre and Marie Curie University,France,2012
Pierre and Marie Curie University | France | 2013,0,1,0,1,Pierre and Marie Curie University,France,2013
Pierre and Marie Curie University | France | 2014,0,1,0,1,Pierre and Marie Curie University,France,2014
Pierre and Marie Curie University | France | 2015,0,1,0,1,Pierre and Marie Curie University,France,2015
Plymouth University | United Kingdom | 2012,0,1,0,1,Plymouth University,United Kingdom,2012
Plymouth University | United Kingdom | 2014,0,1,0,1,Plymouth University,United Kingdom,2014
Plymouth University | United Kingdom | 2015,0,1,0,1,Plymouth University,United Kingdom,2015
Pohang University of Science and Technology | South Korea | 2012,1,1,1,3,Pohang University of Science and Technology,South Korea,2012
Pohang University of Science and Technology | South Korea | 2013,1,1,1,3,Pohang University of Science and Technology,South Korea,2013
Pohang University of Science and Technology | South Korea | 2014,1,1,1,3,Pohang University of Science and Technology,South Korea,2014
Pohang University of Science and Technology | South Korea | 2015,1,1,1,3,Pohang University of Science and Technology,South Korea,2015
Polytechnic University of Catalonia | Spain | 2012,0,1,0,1,Polytechnic University of Catalonia,Spain,2012
Polytechnic University of Catalonia | Spain | 2014,0,1,0,1,Polytechnic University of Catalonia,Spain,2014
Polytechnic University of Catalonia | Spain | 2015,0,1,0,1,Polytechnic University of Catalonia,Spain,2015
Polytechnic University of Milan | Italy | 2012,0,1,0,1,Polytechnic University of Milan,Italy,2012
Polytechnic University of Milan | Italy | 2013,0,1,0,1,Polytechnic University of Milan,Italy,2013
Polytechnic University of Milan | Italy | 2014,0,1,0,1,Polytechnic University of Milan,Italy,2014
Polytechnic University of Milan | Italy | 2015,0,1,0,1,Polytechnic University of Milan,Italy,2015
Polytechnic University of Turin | Italy | 2012,0,1,0,1,Polytechnic University of Turin,Italy,2012
Polytechnic University of Turin | Italy | 2014,0,1,0,1,Polytechnic University of Turin,Italy,2014
Polytechnic University of Turin | Italy | 2015,0,1,0,1,Polytechnic University of Turin,Italy,2015
